flight_num,image_label,label_num,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,current_speed,commanded_speed,time_to_collision,safe_frame_start,"total_frames, wait_frames"
0,safe,0,0.3396911323070526,-2.340322494506836,-0.019058384001255035,-0.0021268988493829966,0.08560273796319962,-0.005404559895396233,2.3649233953055404,3,729015552,23,40
0,safe,1,0.3433743119239807,-2.365436315536499,-0.02415078692138195,-0.0020694234408438206,0.08202823996543884,-0.005802547093480825,2.3903510498370477,3,693014784,23,40
0,safe,2,0.3468952178955078,-2.389437675476074,-0.028840331360697746,-0.0020156349055469036,0.07859476655721664,-0.0059887198731303215,2.414659491915221,3,657014016,23,40
0,safe,3,0.3502608835697174,-2.4123754501342773,-0.03313867747783661,-0.001963071059435606,0.07527917623519897,-0.0059859296306967735,2.4378958490703773,3,621013248,23,40
0,safe,4,0.35321536660194397,-2.4325075149536133,-0.036746058613061905,-0.001913478714413941,0.07235793769359589,-0.00583746237680316,2.458292939894093,3,588012544,23,40
0,danger,0,0.3834756314754486,-2.6388356685638428,-0.06036379188299179,-0.001257599680684507,0.04150417074561119,0.0003278020885773003,2.6672365911165006,3,306006528,23,40
0,danger,1,0.3852158486843109,-2.650744676589966,-0.06068110838532448,-0.0012085079215466976,0.03969321772456169,0.0005875773495063186,2.679276168569132,3,273005824,23,40
0,danger,2,0.38687804341316223,-2.662130832672119,-0.06083938106894493,-0.00115975399967283,0.0379643477499485,0.0007799566956236959,2.6907836444106015,3,240005120,23,40
0,danger,3,0.3884655237197876,-2.6730172634124756,-0.060851290822029114,-0.0011143164010718465,0.036304082721471786,0.0009079673909582198,2.7017826769032913,3,204004352,23,40
0,danger,4,0.38998156785964966,-2.68342661857605,-0.06072909012436867,-0.0010713058291003108,0.03471170738339424,0.0009747819858603179,2.712296455577837,3,168003584,23,40
1,safe,0,2.4116673469543457,-0.663235068321228,-0.043763332068920135,-0.0006745573482476175,0.0661216452717781,-0.0018243864178657532,2.5015865720479575,3,825017600,22,42
1,safe,1,2.4303228855133057,-0.6683399677276611,-0.04663816839456558,-0.0006625016103498638,0.06328990310430527,-0.0017373133450746536,2.520976548693607,3,789016832,22,42
1,safe,2,2.4466958045959473,-0.672823429107666,-0.04899339750409126,-0.0006478248396888375,0.06079614534974098,-0.001646630116738379,2.5379937115727067,3,756016128,22,42
1,safe,3,2.4624013900756836,-0.6771276593208313,-0.05109332501888275,-0.0006409884663298726,0.05838332697749138,-0.0015507127391174436,2.554316542781151,3,723015424,22,42
1,safe,4,2.4774677753448486,-0.6812598705291748,-0.05295075848698616,-0.0006247545825317502,0.05607113242149353,-0.001453328295610845,2.5699738076272154,3,690014720,22,42
1,danger,0,2.6562395095825195,-0.7307565808296204,-0.05868195369839668,-0.0003716279461514205,0.028203846886754036,-0.0008395308977924287,2.7555502326001684,3,306006528,22,42
1,danger,1,2.6634578704833984,-0.7327871322631836,-0.05805942416191101,-0.0003404396411497146,0.02705927938222885,-0.0008581550209783018,2.7630337865803365,3,273005824,22,42
1,danger,2,2.671001672744751,-0.7349138855934143,-0.05731413513422012,-0.00032870363793335855,0.02588561363518238,-0.0008773505687713623,2.770854248265226,3,237005056,22,42
1,danger,3,2.678215742111206,-0.7369524240493774,-0.056507259607315063,-0.00031147035770118237,0.02474900521337986,-0.0008971125935204327,2.77833250475764,3,201004288,22,42
1,danger,4,2.685115098953247,-0.7389063239097595,-0.055646203458309174,-0.0002993490779772401,0.02368360571563244,-0.000916280085220933,2.785484185936058,3,168003584,22,42
2,safe,0,-0.6057485938072205,2.51472806930542,-0.05495104566216469,0.002015272621065378,0.05343744903802872,0.0031082569621503353,2.5872395016448237,3,1575033600,27,68
2,safe,1,-0.6093648672103882,2.529855251312256,-0.056437015533447266,0.001950873644091189,0.05110713094472885,0.002375437878072262,2.6028212137418993,3,1539032832,27,68
2,safe,2,-0.6125409603118896,2.5431339740753174,-0.05758703872561455,0.00189005839638412,0.049082107841968536,0.0017460989765822887,2.6164963415195355,3,1506032128,27,68
2,safe,3,-0.6155900955200195,2.5558741092681885,-0.05854686722159386,0.0018236490432173014,0.04711305350065231,0.0011658589355647564,2.629614299434665,3,1473031424,27,68
2,safe,4,-0.6187778115272522,2.5691845417022705,-0.05939074233174324,0.001764429616741836,0.04505680128931999,0.0006017041741870344,2.6433165625091286,3,1437030656,27,68
2,danger,0,-0.6758769750595093,2.8018994331359863,-0.033135075122117996,0.00030629837419837713,0.009097554720938206,0.0005982083384878933,2.8824552124927636,3,318006784,27,68
2,danger,1,-0.6765451431274414,2.8044564723968506,-0.0321541354060173,0.0002811420999933034,0.00870548002421856,0.0005198243889026344,2.8850863634701867,3,282006016,27,68
2,danger,2,-0.6771863698959351,2.8069024085998535,-0.031191861256957054,0.00026855216128751636,0.008324549533426762,0.0004473668523132801,2.88760375453163,3,246005248,27,68
2,danger,3,-0.6778018474578857,2.809241533279419,-0.030248556286096573,0.0002443076518829912,0.007970385253429413,0.0003812505747191608,2.890011818639643,3,213004544,27,68
2,danger,4,-0.6783441305160522,2.8112971782684326,-0.029400978237390518,0.00022573852038476616,0.007653563749045134,0.0003260021621827036,2.892128455215457,3,177003776,27,68
