flight_num,image_label,label_num,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,current_speed,commanded_speed,time_to_collision,safe_frame_start,total_frames
0,safe,0,-0.15710130333900452,-2.827486991882324,-0.05433734133839607,-0.0006982600898481905,0.01928241178393364,-0.00053073262097314,2.8323693359867974,3,1422030336,32,56
0,safe,1,-0.1575394570827484,-2.834812879562378,-0.05260692536830902,-0.0006573229329660535,0.018027249723672867,-0.0007209378527477384,2.8396743178166353,3,1371029248,32,56
0,safe,2,-0.15795423090457916,-2.8416647911071777,-0.05085062235593796,-0.0006107529625296593,0.01686110533773899,-0.0008692650590091944,2.8465055963185533,3,1320028160,32,56
0,safe,3,-0.158347025513649,-2.8480732440948486,-0.04908038675785065,-0.0005712171550840139,0.015763482078909874,-0.0009726973949000239,2.8528939462556746,3,1269027072,32,56
0,safe,4,-0.15871933102607727,-2.8540680408477783,-0.047356247901916504,-0.0005315749440342188,0.014744384214282036,-0.00103082787245512,2.858870200279367,3,1218025984,32,56
0,danger,0,-0.162478506565094,-2.908886194229126,-0.024379784241318703,-0.00011816546611953527,0.005448307376354933,-7.268098124768585e-05,2.9135223578946645,3,456009728,32,56
0,danger,1,-0.16263988614082336,-2.9109573364257812,-0.023200470954179764,-0.0001058323250617832,0.0050981976091861725,-4.709555651061237e-05,2.9155895816982667,3,405008640,32,56
0,danger,2,-0.1627838909626007,-2.912783622741699,-0.022133758291602135,-8.617596176918596e-05,0.0047895293682813644,-2.9328813980100676e-05,2.9174127118605093,3,357007616,32,56
0,danger,3,-0.16292862594127655,-2.914602518081665,-0.0210455060005188,-7.468432886525989e-05,0.00448213517665863,-1.5600811821059324e-05,2.9192287489818116,3,306006528,32,56
0,danger,4,-0.16306526958942413,-2.916303873062134,-0.02000294253230095,-5.760144631494768e-05,0.0041937376372516155,-7.776690836180933e-06,2.9209277087756598,3,255005440,32,56
1,safe,0,-0.013752992264926434,-2.390000820159912,-0.020046446472406387,-0.002573822159320116,0.09347496181726456,-0.005440716166049242,2.39012445809365,3,2688057344,7,56
1,safe,1,-0.013890799134969711,-2.4265077114105225,-0.028117410838603973,-0.002477840054780245,0.08771860599517822,-0.006324294023215771,2.426710369332856,3,2637056256,7,56
1,safe,2,-0.014025035314261913,-2.4625298976898193,-0.03564746677875519,-0.0023703735787421465,0.08194664120674133,-0.0067244335077703,2.462827834120676,3,2583055104,7,56
1,safe,3,-0.014142089523375034,-2.4942286014556885,-0.041841670870780945,-0.002279625041410327,0.0768011286854744,-0.00666853366419673,2.494619618386127,3,2532054016,7,56
1,safe,4,-0.014257236383855343,-2.525500535964966,-0.047481968998909,-0.0021809171885252,0.07164634764194489,-0.0062401629984378815,2.5259870869283256,3,2478052864,7,56
1,danger,0,-0.017552446573972702,-2.9163565635681152,-0.022784991189837456,-6.471799133578315e-05,0.004977580159902573,-1.3898520592192654e-05,2.9164983884910822,3,450009600,7,56
1,danger,1,-0.017614684998989105,-2.9182474613189697,-0.021667953580617905,-5.526580207515508e-05,0.004656608682125807,7.482326054741861e-06,2.9183810619647663,3,399008512,7,56
1,danger,2,-0.017670702189207077,-2.9199159145355225,-0.020659031346440315,-4.463981167646125e-05,0.004374038428068161,1.9827353753498755e-05,2.920042464973729,3,351007488,7,56
1,danger,3,-0.017727481201291084,-2.921577215194702,-0.019631139934062958,-2.2243410057853907e-05,0.004091980401426554,3.201040453859605e-05,2.9216969503337755,3,300006400,7,56
1,danger,4,-0.017781179398298264,-2.923130750656128,-0.01864721067249775,-7.837195880711079e-06,0.003828986082226038,4.419421748025343e-05,2.9232443062867866,3,249005312,7,56
