flight_num,image_label,label_num,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,current_speed,commanded_speed,time_to_collision,safe_frame_start,"total_frames, wait_frames"
0,safe,0,-1.7741690874099731,1.7017788887023926,-0.0347176156938076,0.002895360579714179,0.07182616740465164,0.008965072222054005,2.458644474012815,3,915019520,11,25
0,safe,1,-1.796804428100586,1.7235512733459473,-0.039915647357702255,0.0027606880757957697,0.0673079863190651,0.008095471188426018,2.4901261822643233,3,861018368,11,25
0,safe,2,-1.8179527521133423,1.7439011335372925,-0.04435856640338898,0.00262551661580801,0.06304030865430832,0.006863060407340527,2.519545803291239,3,807017216,11,25
0,safe,3,-1.837712049484253,1.7629226446151733,-0.048097483813762665,0.0024979878216981888,0.059039998799562454,0.005414995364844799,2.5470365516941027,3,753016064,11,25
0,safe,4,-1.8551809787750244,1.779746174812317,-0.051030173897743225,0.0023699149023741484,0.055446263402700424,0.003970550838857889,2.5713414766257254,3,702014976,11,25
0,danger,0,-1.9812874794006348,1.9013800621032715,-0.05755789950489998,0.0013411215040832758,0.029335709288716316,-0.0021712409798055887,2.7466450677852383,3,444009472,11,25
0,danger,1,-1.9903907775878906,1.9101701974868774,-0.05667818710207939,0.0012603180948644876,0.02743886224925518,-0.0018282957607880235,2.759278537546937,3,393008384,11,25
0,danger,2,-1.9989068508148193,1.9183928966522217,-0.055635642260313034,0.001185868983156979,0.02566961571574211,-0.0014179977588355541,2.7710927860412466,3,339007232,11,25
0,danger,3,-2.006873607635498,1.9260854721069336,-0.054456714540719986,0.00111866882070899,0.02401129901409149,-0.000979614444077015,2.782141703192682,3,288006144,11,25
0,danger,4,-2.0139262676239014,1.932895302772522,-0.053239621222019196,0.0010581458918750286,0.022548513486981392,-0.0005680595641024411,2.7919200776837223,3,237005056,11,25
1,safe,0,2.4183030128479004,-1.2587279081344604,-0.058729466050863266,-0.0005284675862640142,0.032536622136831284,-0.00047514872858300805,2.726909341882932,3,1632034816,19,47
1,safe,1,2.4306764602661133,-1.2652212381362915,-0.05814209580421448,-0.0004984255647286773,0.030422711744904518,-0.0005051756743341684,2.7408672604173008,3,1578033664,19,47
1,safe,2,2.4416210651397705,-1.2709743976593018,-0.05739546939730644,-0.0004644725122489035,0.028561022132635117,-0.000554414582438767,2.753213319949442,3,1527032576,19,47
1,safe,3,2.452474594116211,-1.2766902446746826,-0.056431613862514496,-0.0004350560193415731,0.026706166565418243,-0.0006180370692163706,2.765457311671273,3,1473031424,19,47
1,safe,4,2.4626214504241943,-1.2820441722869873,-0.0553167462348938,-0.00040284518036060035,0.024976477026939392,-0.0006872194935567677,2.776905041624291,3,1419030272,19,47
1,danger,0,2.577895402908325,-1.3441636562347412,-0.022211991250514984,7.901398203102872e-05,0.0053793215192854404,3.844310049316846e-05,2.907372355862513,3,426009088,19,47
1,danger,1,2.579810619354248,-1.3452242612838745,-0.02118656039237976,8.855198393575847e-05,0.005052817519754171,7.048564293654636e-05,2.909553232924422,3,375008000,19,47
1,danger,2,2.5816097259521484,-1.3462203741073608,-0.02020011842250824,9.645403042668477e-05,0.0047469912096858025,0.00010021526395576075,2.9116019847459875,3,324006912,19,47
1,danger,3,2.5832996368408203,-1.3471556901931763,-0.019251998513936996,0.00010169710731133819,0.004459495190531015,0.00012805892038159072,2.913526403993715,3,273005824,19,47
1,danger,4,2.5848872661590576,-1.3480336666107178,-0.01834149658679962,0.00010885168012464419,0.004188156686723232,0.00015445423196069896,2.9153341756245075,3,222004736,19,47
