flight_num,image_label,label_num,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,current_speed,commanded_speed,time_to_collision,safe_frame_start,total_frames
0,safe,0,0.2269618958234787,1.1491482257843018,0.18085511028766632,0.0054733543656766415,0.1879071742296219,0.012928344309329987,1.1852265259840247,3,657014016,12,21
0,safe,1,0.24660563468933105,1.2491705417633057,0.17693519592285156,0.005546169355511665,0.1886563003063202,0.003445619950070977,1.285514467062124,3,606012928,12,21
0,safe,2,0.26538288593292236,1.3447695970535278,0.16984619200229645,0.005443263798952103,0.18632850050926208,-0.00450872303918004,1.381188283415145,3,555011840,12,21
0,safe,3,0.28327277302742004,1.435835361480713,0.16025258600711823,0.0052259573712944984,0.18202872574329376,-0.01073972787708044,1.4722593319585588,3,504010752,12,21
0,safe,4,0.3002687096595764,1.522331953048706,0.14882057905197144,0.004923761822283268,0.17635710537433624,-0.015191434882581234,1.5587826782534757,3,453009664,12,21
0,danger,0,0.3716898560523987,1.8855113983154297,0.08042493462562561,0.003285015467554331,0.1416821926832199,-0.015631936490535736,1.923479854944989,3,453009664,12,21
0,danger,1,0.38447868824005127,1.9504716396331787,0.06571783125400543,0.003010442713275552,0.1341254860162735,-0.012825391255319118,1.9890908254951207,3,402008576,12,21
0,danger,2,0.3958219289779663,2.0080642700195312,0.05234479904174805,0.0027898773550987244,0.1272057741880417,-0.009866572916507721,2.0473732170700174,3,351007488,12,21
0,danger,3,0.406487375497818,2.0621917247772217,0.03960486501455307,0.0025942600332200527,0.12037758529186249,-0.006841342896223068,2.1022452857627196,3,303006464,12,21
0,danger,4,0.5956036448478699,1.7427483797073364,0.03365036100149155,0.021410223096609116,0.08205322921276093,0.03294670581817627,1.8420227912607772,3,252005376,12,21
1,safe,0,2.077803134918213,-1.9713118076324463,-0.03919127956032753,-0.00016790168592706323,0.011800577864050865,-0.0008613225072622299,2.864414786091678,3,3483074304,59,122
1,safe,1,2.0812220573425293,-1.9746922254562378,-0.037676144391298294,-0.0001411707780789584,0.01108521781861782,-0.0007726839976385236,2.8692009565561234,3,3432073216,59,122
1,safe,2,2.0844290256500244,-1.9778714179992676,-0.03618806228041649,-0.00011448632722022012,0.010413364507257938,-0.0006809690385125577,2.873696101706364,3,3381072128,59,122
1,safe,3,2.0874383449554443,-1.9808613061904907,-0.03473033756017685,-9.072174725588411e-05,0.009778456762433052,-0.0005899546085856855,2.877918788760389,3,3330071040,59,122
1,safe,4,2.0902621746063232,-1.9836729764938354,-0.03330602869391441,-6.75549526931718e-05,0.009188910946249962,-0.0005011322209611535,2.881885446684033,3,3279069952,59,122
1,danger,0,2.1337196826934814,-2.025367259979248,-0.0015055653639137745,-6.968095112824813e-05,0.00020705310453195125,-6.4448184275534e-05,2.9419168052201075,3,450009600,59,122
1,danger,1,2.133793592453003,-2.02541184425354,-0.0014262989861890674,-6.515742279589176e-05,0.00019254229846410453,-7.776854181429371e-05,2.9420010653235353,3,399008512,59,122
1,danger,2,2.133862257003784,-2.0254530906677246,-0.0013511510333046317,-6.749128078809008e-05,0.000182240255526267,-8.797101327218115e-05,2.9420792273441307,3,348007424,59,122
1,danger,3,2.1339263916015625,-2.025493621826172,-0.0012800517724826932,-7.184044079622254e-05,0.00016938635963015258,-0.00010065308742923662,2.9421536151881513,3,297006336,59,122
1,danger,4,1.8732692003250122,-1.819611668586731,-0.0012548362137749791,0.014866508543491364,-0.10708136856555939,-0.16694508492946625,2.611537037064039,3,243005184,59,122
2,safe,0,-1.759423851966858,-1.9394612312316895,-0.0577227845788002,-0.0023246128112077713,0.048661693930625916,-0.0018900297582149506,2.6192392174408523,3,2526053888,25,71
2,safe,1,-1.7727383375167847,-1.9541921615600586,-0.059076957404613495,-0.002201872644945979,0.04569688066840172,-0.0007916956092230976,2.6391207445853504,3,2475052800,25,71
2,safe,2,-1.785232424736023,-1.9680095911026,-0.06002406030893326,-0.0020885609555989504,0.04289383441209793,0.0001094070466933772,2.657765875470722,3,2424051712,25,71
2,safe,3,-1.796958327293396,-1.9809703826904297,-0.06060478463768959,-0.0019742955919355154,0.04027079790830612,0.000796076375991106,2.6752524791216863,3,2373050624,25,71
2,safe,4,-1.8079650402069092,-1.9931285381317139,-0.06085767224431038,-0.0018668763805180788,0.03779878467321396,0.0012629192788153887,2.6916542520161144,3,2322049536,25,71
2,danger,0,-1.9667390584945679,-2.164991617202759,-0.013481752946972847,9.425507414562162e-06,0.002766848774626851,8.253762644017115e-05,2.9249671766412764,3,450009600,25,71
2,danger,1,-1.9675194025039673,-2.1658010482788086,-0.012816503643989563,1.5585903383907862e-05,0.002599577186629176,0.00010783636389533058,2.9260880100777573,3,399008512,25,71
2,danger,2,-1.968251347541809,-2.1665618419647217,-0.012181218713521957,2.5096172976191156e-05,0.002441446064040065,0.0001344577904092148,2.9271405781491024,3,348007424,25,71
2,danger,3,-1.968937873840332,-2.1672775745391846,-0.011574988253414631,3.0394026907742955e-05,0.0022945741657167673,0.00016154642798937857,2.9281295081495977,3,297006336,25,71
2,danger,4,-1.9695812463760376,-2.1679506301879883,-0.010996869765222073,3.615560126490891e-05,0.0021553633268922567,0.00018871563952416182,2.9290580656848224,3,246005248,25,71
3,safe,0,-1.5579897165298462,1.9847795963287354,-0.047003310173749924,0.0026773582212626934,0.06285100430250168,0.006908040028065443,2.5236662445701685,3,1215025920,26,46
3,safe,1,-1.5738623142242432,2.005094051361084,-0.05047312751412392,0.0025581533554941416,0.05905616283416748,0.005625280551612377,2.5495082419046917,3,1164024832,26,46
3,safe,2,-1.5879013538360596,2.023056983947754,-0.05320066958665848,0.0024449711199849844,0.055673763155937195,0.004354839213192463,2.5723570088653407,3,1116023808,26,46
3,safe,3,-1.601919174194336,2.0409910678863525,-0.05557037517428398,0.0023271997924894094,0.05229175463318825,0.003024715930223465,2.5951642812046307,3,1065022720,26,46
3,safe,4,-1.6150686740875244,2.057812213897705,-0.05744047090411186,0.0022099344059824944,0.049100812524557114,0.0017891513416543603,2.6165506563762713,3,1014021632,26,46
3,danger,0,-1.7432785034179688,2.221167802810669,-0.04935876652598381,0.0008587458869442344,0.017863349989056587,0.0010685069719329476,2.824011798232248,3,456009728,26,46
